,stars
15535,2
105806,2
75645,54
8904,3
122784,0
41686,0
123354,2
29816,1
126709,2
80829,8
119441,1
63630,1
35183,10
51182,2
65910,199
86720,2
10797,12
119624,1
94101,11
131564,4
33569,1
37348,4
119339,2
129771,0
136231,1
102200,2
59859,1
43801,1
42497,6
128122,6
76247,1
13048,2
41329,8
32715,2
68607,1
133607,1
95774,1
119960,0
6887,29
106035,1
8724,34
64550,2
120309,2
17269,3
110467,85
12439,2
134898,2
73459,2
135900,1
6905,22
94462,1
32625,5
85624,1
20883,1
29333,1
27691,1
27510,2
66235,2
47862,2
74029,3
72285,2
128598,1
65848,1
31340,1
33569,1
11679,1
76621,1
31770,1
105583,16
24929,15
81807,1
72413,1
53978,2
26057,1
120100,4
37986,4
50102,1
51761,1
128219,2
97708,1
52489,1
14849,1
135045,1
13834,2
122816,421
81723,2
14687,2
27688,3
119890,1
40136,1
76616,1
3874,2
57956,1
112437,0
82471,1
49436,1
21985,2
34821,1
103622,0
32795,3
127173,1
133848,1
58277,9
92990,1
104282,1
39443,2
52883,2
112225,0
17731,2
57571,30
62411,1
10396,6
83394,2
95522,1
10455,2
27252,1
74392,1
100039,2
78116,1
57533,24
60940,1
26007,1
12145,5
13521,2
92733,1
101835,1
86154,8
18965,2
112286,77
110199,1
6747,88
49923,2
46453,2
19458,9
67830,1
130188,1
64685,1
109199,1
13452,15
133118,1
71612,42
98696,1
36149,2
115730,1
24220,3
55861,1
33766,4
130965,1
94847,1
135811,1
44353,8
23097,2
34871,2
46596,375
116582,5
64583,9
115629,1
13210,2
90356,1
2003,16
97395,1
122415,1
93582,1
28968,2
69534,11
108851,1
126560,1
120068,1
19885,47
13594,13
86032,15
6806,2
65910,199
22763,12
136141,4
128905,1
127037,1
118668,1
112618,5
51132,71
81801,1
179,3
2954,4
106919,0
713,25
55031,17
51048,2
39988,4
105361,2
48537,1
40931,1
65465,1
115275,2
126868,1
130156,2
63688,39
1656,4
113339,1
60725,1
65469,1
2146,7
12264,3
1468,3
15191,35
130301,159
35508,2
57720,1
18892,2
96552,1
45184,1
41525,1
72062,1
5412,2
6335,4
22882,5
11143,2
92520,1
135512,1
35228,1
49930,2
93219,1
125600,1
85619,1
37015,1
87646,6
31295,1
1612,7
76434,2
111515,2
18316,2
89208,18
73753,1
121260,1
69842,1
50846,1
62870,0
129720,6
55690,1
114680,4
104458,1
89099,4
79082,1
72513,902
413,3
102924,1
80367,4
44993,1
41677,0
75773,4
3529,8
61132,1
69561,3
2473,3
12921,2
16567,4
128161,5
117704,1
38501,128
61323,1
88294,1
1673,4
59116,1
29391,1
1639,11
33350,1
63060,2
12375,2
107893,1
20583,18
75773,4
108167,1
1557,3
5164,274
104374,1
95278,1
90880,1
42198,1
30941,1
95995,3
125398,2
119327,1
79769,1
134032,1
4168,2
18006,3
87584,1
83843,4
106738,2
47231,3
103840,1
104369,4
14394,5
101262,1
83958,1
25813,7
207,9
52162,2
63297,1
40015,1
33608,1
20676,3
67834,8
109138,6
10276,135
80100,1
132709,1
286,3
35167,3
60173,1
109300,1
44272,1
63335,2
54712,2
85639,4
11947,2
94175,28
96334,1
58095,1
129781,4
126504,1
94923,3
57832,1
113931,4
99731,1
136185,1
125576,1
110396,1
96610,2
90815,22
109965,1
49926,2
108560,1
5862,2
64943,2
135702,5
52339,5
55051,5
21548,79
68783,1
108853,1
130132,3
52331,1
17448,11
27639,2
134565,2
131593,1
103870,5
87083,5
100626,3
32164,9
122554,2
65942,1
101809,1
114654,1
77122,1
20347,2
64631,0
115721,4
96865,3
49803,6
35184,1
45610,1
33729,1
6961,2
111498,1
54990,15
104461,1
4174,2
70643,3
98838,1
71687,1
88542,1
71094,641
125008,2
43464,1
69904,1
40216,1
108465,1
116632,0
127298,1
74051,1
28471,1
109675,1
70155,1
44938,1
73704,134
95790,2
64218,0
107134,1
4492,2
82627,1
32916,6
104731,1
128542,8
102709,2
3748,2
2568,2
47883,1
82071,1
48337,1
2868,3
78860,1
83523,2
10199,4
79848,1
134708,1
111894,1
126553,1
32850,2
126127,1
31886,47
37712,2
25885,0
10528,3
90129,1
95765,1
41396,2
29195,1
57138,1
42106,2
87411,1
78772,2
104693,1
33819,1
59105,3
68773,1
18727,13
61826,2
29049,4
47896,231
31668,4
37740,1
36471,0
19656,3
119033,1
90710,2
99307,4
72572,57
112572,18
129609,1
72030,1
37353,63
94069,19
76794,1
17679,2
131143,11
28887,1
70243,1
123773,0
6168,2
53887,1
72891,1
16809,4
79213,6
126870,2
111744,46
16978,2
107280,1
98064,1
55438,1
119432,2
5008,111
89015,1
53483,1
43831,1
89993,1
50257,5
92176,474
17678,3
70057,14
1345,5
41894,1
136317,2
12529,2
64815,1
38494,19
79216,1
87625,5
26996,3
76336,1
35937,2
46724,1
2552,2
20826,2
1616,4
126722,0
23134,2
48659,0
106009,1
75605,1
57120,5
48940,2
25926,2
126991,1
82627,1
133376,3
13115,2
114963,1
118679,3
34031,2
107531,0
133612,1
107444,1
71738,3
80069,1
68694,1
115418,1
12866,2
79524,6
74775,1
47539,1
66389,1
127497,1
124257,1
28800,4
6657,39
103990,11
66264,7
37272,1
46065,1
75177,2
107380,1
105278,1
129166,1
83514,35
28701,1
55582,1
118981,3
11313,3
54136,2
83009,2
81376,1
54997,1
100167,3
6926,3
11376,2
13294,6
132200,1
111638,65
78719,0
135664,0
13423,2
36378,1
69377,1
125876,1
76314,1
77265,1
40008,0
38797,5
133642,1
117020,12
7023,67
34304,1
125082,3
107934,12
59009,1
19900,2
125672,2
115696,1
83063,33
8926,3
89991,1
117299,1
55221,1
98867,19
23217,100
23934,2
3276,33
69674,1
40781,3
94870,1
501,3
117302,1
81285,10
16378,3
24637,2
26457,1
4574,15
5801,4
103357,1
48204,22
131328,2
112289,3
99926,1
24671,2
76293,1
9437,2
105221,1
74686,3
6128,4
6524,74
61749,1
99721,17
42388,1
99778,2
37337,1
62051,1
111154,1
57841,4
114700,1
131401,1
82802,2
135176,1
24849,13
5903,13
82779,2
109657,1
50667,1
135666,1
49733,2
39823,2
111943,1
44214,1
112204,9
41765,30
20645,2
135455,1
127865,1
84031,1
52867,3
42824,1
111489,45
54631,1
70847,3
124113,5
109119,1
133542,3
30847,1
60413,1
99786,2
45963,0
61529,1
50718,1
73948,12
58916,4
3954,6
24380,2
6403,15
129249,1
127341,1
125809,1
114571,1
109620,7
62181,13
90135,2
109262,1
12649,2
58327,5
81458,2
58492,1
120748,11
132353,0
54685,4
48047,1
11871,2
52946,0
111394,22
10775,4
11145,2
52390,2
66253,0
89961,1
97446,3
6344,3
14887,2
54791,1
126733,1
26702,1
101211,1
34890,2
33062,1
119540,4
117078,3
26418,1
38790,2
17421,1
107907,7
129482,1
122493,1
41100,1
63737,1
31345,2
99355,1
21620,2
115456,1
108601,1
78166,2
70331,1
25625,3
2084,6
1889,1237
78450,1
119305,1
114195,2
73992,1
130300,6
130875,7
80697,2
96047,1
54826,1
65763,1
4916,3
7797,4
55460,2
71354,3
128323,1
12265,296
661,6
4197,89
11776,2
42149,4
69566,2
122147,1
94798,2
111963,1
89599,20
47716,1
29830,2
90348,1
111261,1
84352,1
64949,2
78276,1
25701,40
21377,6
134385,1
130759,2
127060,1
134527,3
40558,8
64979,1
113611,1
102015,1
68032,2
74942,1
65888,1
15921,5
24201,2
52118,3
99989,5
101771,8
104644,77
32952,4
32957,1
70499,1
90321,1
17692,133
126986,1
112908,2
71095,25
75048,4
18660,4
115055,2
78065,18
90494,1
119298,1
13824,3
30166,1
77519,1
101696,13
79152,1336
30087,2
83561,1
133862,22
3997,2
17557,30
99228,4
122801,1
31523,18
95380,1
55165,1
68272,4
133397,1
18094,2
9598,3
23476,2
133660,1
46089,1
124815,1
49821,1
112666,55
127169,1
33599,1
101658,5
38660,1
99730,1
67027,20
11232,2
84388,1
118638,1
35767,3
61593,2
84149,1
67381,1
27161,494
3495,7
12636,2
99646,6
112702,1
100971,2
123754,3
60850,1
133214,1
36394,1
117228,0
43150,1
1274,8
92193,1
119663,2
81872,1
41888,1
82770,4
85452,1
37627,6
48619,1
95465,3
14041,4
80173,1
95095,3
70582,1
112324,1
123891,5
129398,2
23280,1
108498,1
85676,3
93217,1
102940,2
131437,1
97062,200
110496,4
15727,18
5324,2
55772,1
119605,2
45083,4
67559,28
101064,1
29054,0
7786,2
46988,3
35961,1
97012,117
121736,534
35929,1
120245,2
48440,15
35275,6
79901,1
21075,3
76746,117
98902,5
4376,3
106943,61
100412,1
62287,18
135137,1
11323,2
31925,1
8876,2
6503,3
33314,1
127001,1
39810,0
96970,3
48974,1
20931,1
7868,6
12346,6
67202,4
26089,1
37065,41
125871,5
118092,1
17922,3
119052,1
17287,115
93667,57
128001,5
84419,1
14892,2
43483,4
106279,1
27402,5
41342,1
35710,7
16031,2
28742,1
71818,3
75436,3
24641,5
109544,1
108139,10
50944,1
113242,1
98833,5
99380,1
72715,1
38409,1
96614,1
126081,1
83904,1
34206,2
92349,1
74066,2
48050,1
44402,3
68963,3
6028,2
16746,2
77052,5
44958,1
115412,2
128410,1
121337,6
34851,1
89486,2
26500,0
97124,80
123330,777
36207,1
86527,5
3393,3
96566,1
8807,2
1003,3
91906,1
113681,1
134264,1
91008,1
103245,1
57274,1
2508,2
74574,8
114271,1
125889,1
56318,2
93260,1
110575,1
19325,2
61787,0
53158,1
123907,1
16269,4
98850,0
69242,1
133579,2
67941,1
15031,9
112001,1
111880,1
28777,2
117471,1
75616,1
12910,4
67140,2
32999,3
18495,3
112639,1
109630,1
42635,4
133180,1
97464,1
48962,1
42473,2
51342,7
11383,2
71372,1
122133,3
98587,1
81672,1
118966,3
81415,3
4324,1
32724,1
122430,5
72401,4
129085,1
107107,12
90685,1
122693,3
85438,3
107280,1
132861,1
68439,1
44170,1
90626,1
23642,4
131118,18
106136,11
44226,1
128788,12
25039,3
40714,16
81376,1
11161,154
115926,1
86098,1
114131,1
39742,1
81894,1
123407,3
104987,2
26553,7
58309,1
108081,34
72532,1
61112,2
119233,1
6901,8
15594,3
48251,114
127920,2
11895,43
83151,28
67204,2
122090,1
6990,34
132581,1
123326,1
50828,1
106710,1
132351,1
109778,1
1174,3
111794,4
103171,1
71821,6
120518,1
34116,1
7293,31
5071,1
80775,2
19303,3
121615,1
29220,1
14782,5
33284,0
74786,1
31778,0
17209,4
123015,1
110251,3
108218,3
97158,1
71291,1
61234,1
3754,20
15706,2
111607,6
102266,10
118252,1
36583,43
69559,218
49578,18
87493,1
115255,7
10953,3
36386,13
14108,9
60402,5
107723,1
60636,1
89839,1
38073,1
3279,3
69639,1
78170,9
94975,5
133384,1
86717,2
56421,2
54471,1
125746,1
16016,3
38854,2
77513,0
8829,1
81423,1
97966,3
119542,1
68130,0
49367,3
36370,1
30512,0
80674,1
56793,1
136490,1
17044,2
131121,1
14146,12
119717,1
73106,1
21981,2
26027,1
101049,7
27239,1
72264,1
75298,28
99404,39
9484,2
37046,1
105439,1
72195,1
132320,1
39974,51
118202,1
44772,1
70495,1
59326,1
125198,1
130249,1
116670,1
122848,0
58627,0
75285,1
33898,1
96734,17
35470,1
9482,2
14585,2
90931,1
37635,1
127322,1
119234,1
92675,1
89139,2
69987,2
76793,1
38800,12
38248,12
107261,0
89555,12
101130,1
104523,1
43322,1
135906,101
124579,1
74918,4
20710,2
3982,37
64810,1
122866,1
17460,3
132225,8
87448,1
47709,1
87311,1
31606,2
88076,1
581,1995
88029,1
97060,6
106749,0
13497,1
128644,5
112005,1
95324,1
52367,1
38251,2
68542,1
51038,1
82240,1
129474,2
135156,0
42176,2
41772,6
4153,30
87387,7
60031,2
66478,0
111737,4
12982,26
73470,1
19241,2
118892,1
97617,11
130704,1
17833,2
63525,1
14575,2
81552,1
59395,1
23870,2
117528,0
75497,27
67760,46
21294,4
84898,1
7955,150
91642,338
91069,1
127832,4
58245,1
129393,1
63010,1
70438,1
80778,2576
68055,1
42085,0
115471,5
80700,65
101063,2
48435,1
119657,1
48613,1
56987,5
54312,20
129204,18
33683,1
9245,47
115406,297
104453,1
81098,9
52675,1
39610,61
25230,1
92366,1
45190,11
131839,5
110207,3
128926,112
131856,2
120483,1
3445,8
79833,1
49335,2
55583,1
72520,2
134586,1
135856,10
66419,1
121980,1
56189,2
135036,55
73548,58
106051,1
87135,3
99147,0
126875,1
48862,1
67288,1
69040,4
22587,2
20310,2
71110,1
6846,31
4424,1
51274,1
76107,1
20054,3
66897,2
41182,77
7155,2
101380,1
110567,1
29415,3
88001,6
24442,2
75525,1
132318,0
71093,4
329,4
27820,1
24968,1
98051,6
14283,1
89474,2
114887,14
11107,3
29467,0
45199,2
129180,1
129613,1
21515,10
136097,1
13549,2
50486,1
22222,1
103709,1
98301,1
135138,2
130716,1
106424,1
10301,2
72266,0
65950,1
133317,2
6925,3
129532,1
19703,5
130316,5
13701,126
37798,5
28809,1
94486,1
24082,2
101787,10
130902,5
105629,1
119025,1
19709,2
10401,3
107130,1
103046,1
72413,1
92386,2
126287,1
133491,1
92785,1
64937,3
113487,0
112766,1
54214,1
2772,7
78809,1
20126,2
20600,19
67905,5
38263,0
3844,8
68653,1
92777,0
135244,2
109290,1
107978,1
7869,3
4646,1
66117,1
37475,4
136568,2
1640,3
2458,3
118839,0
6511,20
133656,5
32240,2
128511,1
58571,12
64506,2
28195,1
114585,5
130814,1
9267,2
16345,3
97969,1
119509,99
129285,1
5663,1
119464,3
11658,2
46811,1
80516,1
30271,2
133409,0
18610,2
2254,480
8186,1
10903,44
72757,2
90195,3
102705,1
1827,21
39048,1
32388,15
33946,20
70542,3
19964,134
110362,1
54518,15
104766,4
77374,1
58368,1
600,5
77506,1
58796,33
117176,1
103736,1
97094,2
78847,1
60965,11
109043,1
78763,1
116028,1
79882,3
23227,2
51054,2
45707,736
86328,0
135415,1
94709,1
52641,2
33640,1
109703,3
98538,1
90372,1
95839,1
23523,3
56297,3
42343,1
69031,1
54237,1
115629,1
77114,5
1986,43
28042,1
42294,3
103253,2
39716,4
19516,2
59012,2
10595,3
62233,2
96018,1
88479,1
80368,37
55201,1
88045,1
73297,1
39272,1
48260,1
137039,2
119181,1
328,4
104295,0
30350,12
46733,1
2481,2
115613,30
66541,1
73385,3
10597,4
95793,1
82362,1
60551,1
21888,4
76840,1
27065,0
89861,1
56805,3
109799,1
57260,4
93343,1
30137,766
59681,1
92700,1
105111,1
80662,0
91950,1
130674,1
108603,1
31634,1
108597,1
57752,2
13348,2
58955,0
69225,1
75740,1
85070,9
46698,2
78371,1
39835,1
13831,2
61634,1
62607,1
121958,1
46954,1
27079,5
77092,1
52242,7
8530,2
881,3
119216,6
6357,8
57855,1
59191,1
31264,46
85577,1
105296,2
4975,5
80320,4
50931,1
99653,0
47356,2
48701,2
4432,4
82135,1
112661,1
136801,1
132614,12
105982,1
74273,1
119567,1
37284,6
27993,3
82909,15
6047,5
105762,1
91788,2
94547,1
20203,2
104372,2
30853,8
4917,76
135987,7
52478,2
124579,1
102015,1
60587,2
109906,1
48966,1
59056,1
133681,1
68860,11
111619,3
56256,2
41301,0
105514,4
131246,1
122389,1
54623,1
22102,2
134633,1
32879,1
69808,1
115690,1
15136,2
136766,4
14966,2
22224,9
134712,1
102029,1
52332,10
8968,2
136999,3
100766,1
70961,2
49297,2
103167,271
91852,2
15272,2
125285,1
31033,21
6772,1
77369,1
13579,2
86207,10
45483,2
114023,20
28189,1
16690,6
26120,9
10335,2
101882,1
128302,1
24560,3
55990,1
43170,30
116082,1
87864,1
52818,0
124036,157
131322,1
63553,2
62204,1
133250,0
83915,7
52320,2
75046,9
4266,1
101158,1
43378,25
63392,513
70427,1
68649,1
28767,1
24741,6
94824,1
125845,50
67326,1
99423,1
54542,1
51563,1
136854,1
36470,51
65107,1
108038,0
48890,0
76380,1
32532,1
20609,40
133267,1
88824,1
26537,1
62049,1
113675,37
134460,2
50895,2
88159,1
109788,8
66335,5
130569,7
131422,5
62283,1
19329,2
2851,4
76904,1
10248,2
96352,3
88565,1
825,9
30012,1
4790,1
129598,1
50623,2
121708,1
130942,2
71860,1
18661,4
46934,1
116896,1
75970,1
71437,1
62540,5
17668,5
57092,1
114253,1
22640,2
2878,3
124511,1
101660,2
40223,2
78735,1
66095,1
73582,3
29811,1
24367,4
10755,2
81457,27
20036,3
114414,1
13446,3
36118,1
94692,10
39018,1
75065,1
84906,1
48774,4
72238,0
14220,5
124387,1
127585,1
72310,1
93183,0
19551,7
90430,1
122811,1
2637,2
1236,5
129569,3
132661,33
32275,1
69467,2
74944,12
126303,1
44735,4
14789,2
44868,1
39284,1
134342,2
62315,1
106062,1
65178,1
109399,38
89522,2
54030,2
132778,1
20259,2
96342,1
111879,1
64239,2
19042,2
21658,3
130734,4
69321,2
120411,36
96970,3
128318,1
99872,0
69465,3
98570,1
82811,1
126156,1
54213,1
62479,1
106436,1
89961,1
34217,1
64833,1
91749,5
6187,2
1318,3
60842,1
118062,1
87624,1
70462,1
24915,74
86769,7
106615,2
36477,0
50656,7
99971,2
102879,1
29502,2
47508,1
21951,3
113510,8
131365,1
39609,2
1724,3
127867,1
103286,1
90579,1
124009,1
136106,1
50568,1
86078,1
130118,1
127297,3
35720,3
118833,0
52364,3
40078,11
77561,1
80480,0
61828,2
65095,1
7426,8
8570,3
130185,1
134599,2
126669,1
64886,1
30471,40
118422,1
71508,7
90247,3
48515,12
22319,4
132752,1
66167,2
94042,1
13694,3
84908,20
77732,2
109048,1
58735,1
115769,2
131114,1
83180,1
97055,10
69652,1
106991,2
42423,1
117353,1
1080,42
37566,1
112905,0
95088,1
63631,1
59247,1
90501,1
91097,2
16311,2
10235,2
40801,2
136890,2
127057,1
11039,2
40285,4
18813,1
113077,1
25472,20
30353,20
122704,7
77863,1
77552,2
89222,0
73338,12
4729,307
18197,2
118279,2
51182,2
82764,4
41489,1
129959,2
120885,1
91076,30
33998,3
87032,2
128100,1
28191,7
91113,2
136247,2
112967,3
61289,1
103991,2
42244,2
103748,1
45401,1
129014,3
55943,3
71256,0
27637,1
132461,1
61528,1
39216,1
41242,12
22090,2
132628,2
135464,17
50795,1
87976,1
115489,3
40003,10
135868,1
49500,1
39780,1
54678,1
97882,2
37672,6
60076,2
44472,3
99052,1
18348,9
27529,0
91742,1
46985,15
27431,1
132822,1
40673,1
99934,1
25477,2
18931,2
95496,1
49330,1
11283,3
65673,1
41650,1
90630,1
133014,1
30191,1
115749,5
39748,1
13750,2
43257,2
21219,2
103739,0
43692,1
104916,1
111161,1
59343,1
119105,1
26415,4
67316,39
31165,1
39667,1
107836,1
45701,1
57167,1
102760,1
7115,2
17163,3
132044,16
88406,0
57495,1
100289,1
77977,5
29224,80
110816,1
37173,7
23190,2
136851,1
32357,4
20222,2
75137,5
9351,2
30207,2
119458,1
26895,0
127184,4
117768,6
14430,1
46525,2
51604,1
26490,11
88919,23
81544,2
64547,1
135388,3
83578,0
10758,2
4712,2
25690,3
72717,6
107790,3
44417,0
11976,7
89971,1
106659,1
55292,14
107666,1
66608,1
110957,1
81724,1
34545,1
104236,2
118589,2
72209,0
13386,2
113768,0
13882,2
100897,1
113553,1
38138,1
61053,25
51088,3
40222,2
15980,2
122963,1
122876,3
109880,4
3711,35
73456,1
112796,1
110809,0
18027,110
101977,1
10335,2
29976,3
296,2528
51477,1
53116,1
90027,5
63744,1
62416,0
51009,1
67878,1
18894,2
42417,6
87773,1
58923,72
77452,1
69846,2
58013,4
125358,1
40799,3
110770,30
21011,2
82239,1
121981,1
78756,1
110933,1
110503,1
63869,1
24771,5
81256,1
119775,0
17866,2
40068,32
100463,1
27334,14
129395,0
54970,1
130967,1
49025,2
8721,2
94045,2
122258,0
59714,1
104952,1
10238,2
77541,2
29657,1
46818,7
39606,2
26401,2
12539,2
44941,1
28661,1
6767,8
124988,3
7477,3
25438,2
115721,4
125410,1
34698,1
104618,1
50396,1
114830,1
7520,2
84464,1
19186,2
71863,1
87708,9
44302,3
49755,30
47294,3
52702,1
70851,1
27140,8
41459,3
66477,175
20505,63
109900,2
72757,2
93541,1
124991,0
24911,110
42090,1
68323,8
24236,5
126495,3
113064,1
111524,1
59160,1
8616,2
86920,1
136675,2
36934,1
116543,2
30252,1
43808,1
87419,1
87568,1
27286,0
21947,3
47272,1
68236,1
60687,11
26069,3
27996,2
20696,2
33772,2
97020,3
1566,4
74131,1
135088,2
76698,1
127270,3
73755,1
124602,1
12501,2
130808,1
120771,1
52206,1
36449,0
105653,4
26375,1
20006,11
64951,1
52618,1
92796,1
64304,1
12497,2
16125,4
27385,10
88329,48
119044,19
47809,1
9838,3
32113,5
101470,1
4698,30
6027,2
105917,1
62103,1
70765,2
75213,0
11862,7
37643,1
129606,1
57089,3
119054,3
58073,0
119984,4
116239,2
6636,2
7321,2
92655,12
87986,1
113031,2
125034,1
31282,1
60389,1
61949,1
48083,6
36303,1
34020,36
50038,1
121948,1
96838,6
14831,124
22388,2
98460,1
99392,1
37901,1
100190,1
43304,1
53661,1
120534,2
84260,0
7217,3
61719,1
27567,1
74194,1
68643,4
4992,4
27992,107
5114,1
66016,1
122201,2
127556,1
104348,2
56513,1
127589,1
2967,140
62867,1
57936,1
10808,1
35666,1
84582,5
70258,11
57967,5
41179,1
15769,6
34080,1
112492,2
99536,4
33790,1
91235,1
18951,4
102228,9
11541,3
122288,2
42708,5
131101,2
100326,1
13044,2
60500,2
83611,1
126398,1
6964,7
131956,4
110092,2
46751,3
89385,0
114548,1
91668,1
127519,4
64505,1
108547,1
46413,1
27204,0
113285,3
11142,5
115601,11
97431,1
79182,1
55874,1
70176,3
74360,9
46602,3
93709,2
70024,1
86759,8
52535,4
29748,0
105112,1
33361,14
24165,3
78903,2
117700,2
95075,1
32644,2
73861,3
100732,1
3640,12
97258,0
5730,2
108025,1
64467,14
36299,2
132784,1
78936,1
6057,3
127112,1
85528,3
61441,1
61687,2
5750,4
95504,4
65137,1
96593,6
42306,1
16608,2
42458,3
118290,2
84173,3
71610,1
35044,18
108503,1
50694,3
69060,4
54870,1
82284,1
115784,11
116851,2
72127,1
79553,1
40611,1
27321,1
95602,1
11706,32
65068,37
30623,2
76700,1
21851,4
114464,1
122083,180
99066,1
34987,4
76893,3
38116,2
48805,2
60806,2
55169,6
89811,10
67768,1
124226,1
35746,6
26200,1
114071,1
12561,5
70480,21
37440,1
128586,1
84678,1
134177,1
6805,2
131042,1
129131,3
42938,27
134671,1
45227,1
87355,0
98652,0
62346,1
8695,4
122233,1
58430,0
135425,1
13555,2
60844,1
134428,1
55266,2
135439,21
50047,2
123918,25
112697,0
42972,1
28352,2
13240,2
109123,5
89751,1
39637,1
86501,2
21628,2
1556,8
125164,1
108407,1
4192,25
45535,3
16128,49
106349,1
114000,1
117988,0
121373,2
132490,1
115425,1
53314,1
77905,3
25619,10
29864,11
97143,3
62787,1
28484,1
52698,3
15883,2
38036,1
26294,5
66762,25
115257,4
72076,1
50077,1
109374,6
78210,1
33968,2
47211,3
125957,2
101396,2
40406,2
1778,24
100919,5
37681,5
133270,1
28864,2
22737,10
135732,58
106466,1
4296,2
133683,2
15744,1
51335,19
43309,1
1064,5
93694,1
7739,2
128335,1
13099,2
39407,3
81568,1
78945,1
11685,12
63859,1
128890,1
99082,1
42444,1
64724,1
77100,2
92333,1
53045,1
103942,14
136331,9
936,4
100020,2
34406,1
85312,3
63969,1
74345,10
53543,1
95644,1
115630,1
109493,0
79669,1
65422,1
31668,4
17230,18
244,4
27380,3
128606,4
10289,2
132612,29
17299,2
94057,2
136247,2
68415,2
28944,164
127718,3
37573,509
62402,22
82487,1
108390,1
118960,1
10227,2
23275,2
56901,1
119245,3
65775,9
76811,4
123712,1
82664,2
123065,1
97658,5
14528,2
123560,1
22512,2
45458,2
57664,7
41188,3
129384,3
123017,1
30034,6
98025,3
116737,2
112790,1
10027,2
70342,1
12374,9
25315,2
99367,1
92676,1
18424,1
9014,2
68611,1
38009,3
74986,1
110468,2
124611,4
130891,1
103573,1
124201,18
48140,1
85501,1
59214,1
126249,1
1905,4
79040,1
136641,9
56158,5
58874,1
15551,2
22561,240
11604,8
116438,1
473,3
56614,1
120351,5
99280,1
109365,2
24296,1
93825,1
77985,78
118816,16
2081,4
70033,1
87560,1
79551,0
96651,0
7537,16
75590,1
98166,3
121318,118
41222,1
109439,83
31622,4
72879,1
67916,6
20625,2
99632,7
25529,2
88704,13
70153,10
131742,1
101084,3
46020,3
21145,2
90128,1
110764,11
59671,1
71978,1
135094,1
5909,12
77041,9
46704,1
77550,3
87664,2
97886,1
39668,1
121558,1
56931,15
117731,1
35691,1
4648,42
129585,1
98860,2
110243,1
136558,1
88038,1
95752,1
124407,1
81939,14
31593,4
53932,22
113167,1
36099,0
133019,1
7354,7
76420,2
74457,1
76115,3
130079,1
46711,1
25322,1
117507,1
12623,3
63424,0
85035,1
40375,1
108795,1
100564,7
128693,3
125042,1
109605,1
14238,2
52843,2
12794,2
52661,1
43775,7
99200,1
69082,1
37006,1
31056,3
86092,12
53427,2
76597,2
112304,1
9380,2
293,149
127119,5
135090,3
113144,0
124010,78
92375,56
81850,1
62785,1
101440,3
63417,1
127514,1
76423,1
1877,3
105737,2
85050,1
49269,2
112965,4
92378,1
109704,0
86167,1
27475,23
59007,1
90264,4
102368,1
47451,7
102725,3
124002,1
130424,3
118129,1
49278,1
66507,1
54943,1
3147,30
73645,17
37843,1
99356,1
71940,1
52724,1
42026,5
17754,52
107216,5
46212,1
49112,8
48780,8
77399,4
75649,1
50638,38
67918,1
38268,1
23232,2
82581,0
72533,2
122075,1
96920,4
104178,170
90925,1
76484,1
55337,18
22382,2
103548,1
130833,1
21782,2
12967,2
7837,5
67791,8
27947,9
123058,1
126791,1
122385,4
7096,4
98864,1
45501,1
123058,1
90209,28
91183,13
17307,9
87128,1
39570,1
96447,4
38360,1
104328,6
117730,3
8048,13
47474,1
32642,1
